fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,stars,price,kcal,age,production volume,sediment volume,opacity,magnesium oxide,total potassium
7.3,1.07,0.09,1.7,0.178,10.0,89.0,0.9962,3.3,0.57,9.0,2.0,17.367562880304973,194.11553537352268,2.115670278854984,48998.13615100222,9.888083990062592,0.10071215027466823,50.0871274907158,106.55924827689267
8.8,0.55,0.04,2.2,0.119,14.0,56.0,0.9962,3.21,0.6,10.9,3.0,16.278127499817742,218.47580651404303,1.961245499789618,48795.193119474454,9.801976955012695,0.10027354519494758,51.337938020285435,100.70699320065386
7.3,0.695,0.0,2.5,0.075,3.0,13.0,0.998,3.49,0.52,9.2,2.0,17.540819696352,210.72515546825957,1.9841637351067092,48164.92078968511,9.898347055525695,0.09784095578733688,50.15993980806048,99.36926226369712
8.0,0.71,0.0,2.6,0.08,11.0,34.0,0.9976,3.44,0.53,9.5,2.0,14.683833405126412,216.36200212059157,2.0047108851647426,49193.213590761465,10.771738720790005,0.09977063523312085,50.544725064077035,103.34700788737165
7.8,0.5,0.17,1.6,0.082,21.0,102.0,0.996,3.39,0.48,9.5,2.0,14.781845377511516,201.7912059475716,1.949070166122009,48470.11265851125,10.565630902416977,0.09919926537458472,51.2983154598838,97.35884542794625
9.0,0.62,0.04,1.9,0.146,27.0,90.0,0.9984,3.16,0.7,9.4,2.0,13.745089973056436,185.73531145513164,2.113864932250684,49525.641829955144,11.099568639010785,0.098249826896255,46.21064979245612,103.52201709456425
8.2,1.33,0.0,1.7,0.081,3.0,12.0,0.9964,3.53,0.49,10.9,2.0,12.486473733303644,194.85601272542036,1.9440362304792467,50189.42776582377,9.752965744810426,0.0980648507541431,49.817432895036774,98.53626352163458
8.1,1.33,0.0,1.8,0.082,3.0,12.0,0.9964,3.54,0.48,10.9,2.0,11.748174756686307,220.80844947875312,2.0345701403701866,51069.85278271491,10.40266935609766,0.09958896987675228,49.407869788611244,98.98314962233192
8.0,0.59,0.16,1.8,0.065,3.0,16.0,0.9962,3.42,0.92,10.5,4.0,18.00625199521359,164.47003468288477,2.022542330045211,50525.93332055518,10.769065157317517,0.10052006179086938,50.78905833591768,101.9520676080051
6.1,0.38,0.15,1.8,0.072,6.0,19.0,0.9955,3.42,0.57,9.4,2.0,10.52554602998968,198.20786168276337,2.2050295559872612,50160.76927454591,9.703794269173626,0.09988025831669549,47.58456809680402,101.22670521942314
8.0,0.745,0.56,2.0,0.118,30.0,134.0,0.9968,3.24,0.66,9.4,2.0,16.195330881640725,188.69259744895425,1.9336799117817336,48852.371157693786,10.21046100496828,0.09993066220629014,50.19693638966811,98.06859572205411
5.6,0.5,0.09,2.3,0.049,17.0,99.0,0.9937,3.63,0.63,13.0,2.0,18.873079451327655,191.98604637936603,2.197692730571613,50050.13169049197,10.176753883408775,0.10099754591261861,51.636752368360156,100.42652092867566
5.6,0.5,0.09,2.3,0.049,17.0,99.0,0.9937,3.63,0.63,13.0,2.0,13.487957661026053,169.09339908662062,2.168657185627638,50421.25174059656,10.011435780974823,0.09851382602152825,51.98627654729672,100.36186227384177
6.6,0.5,0.01,1.5,0.06,17.0,26.0,0.9952,3.4,0.58,9.8,3.0,18.456189658904062,219.58963285472169,2.1230759759341145,49760.83210508333,10.090808842281314,0.09967705736528995,51.20166658019493,104.3272056516954
7.9,1.04,0.05,2.2,0.084,13.0,29.0,0.9959,3.22,0.55,9.9,3.0,10.131164985323874,172.6559023047115,1.830986498431877,50519.48398849343,10.15236143881597,0.10046104457208907,48.99371038750543,103.01046487288102
8.4,0.745,0.11,1.9,0.09,16.0,63.0,0.9965,3.19,0.82,9.6,2.0,15.027809712090017,179.27387571754247,2.043889441739654,49385.115496704515,9.58673139667931,0.0999215041166423,48.01024972512496,99.73604837172667
8.3,0.715,0.15,1.8,0.089,10.0,52.0,0.9968,3.23,0.77,9.5,2.0,18.491592284579248,196.77850635349031,1.891875204602019,48922.91815955913,10.091108482477008,0.09979726774664074,48.12853324664693,102.04283978657061
7.2,0.415,0.36,2.0,0.081,13.0,45.0,0.9972,3.48,0.64,9.2,2.0,15.929661626757651,185.93998631538844,1.909615939692425,51460.53005277917,9.510371266280371,0.10155785430428671,50.2485430855458,98.89113574096223
7.8,0.56,0.19,2.1,0.081,15.0,105.0,0.9962,3.33,0.54,9.5,2.0,12.404477989360164,203.43574137862413,1.8642372429984813,50192.20697599613,9.21379043982146,0.10049000047287891,46.40135691290867,103.63765383584325
7.8,0.56,0.19,2.0,0.081,17.0,108.0,0.9962,3.32,0.54,9.5,2.0,18.720915355483207,206.0815454279394,1.8875983029842167,49479.05884200193,10.533042063941908,0.10008294914323751,50.988246257700325,99.26823921170991
8.4,0.745,0.11,1.9,0.09,16.0,63.0,0.9965,3.19,0.82,9.6,2.0,12.150358158055454,206.9504158160902,1.9432228775086327,51110.62608329575,10.606733487698374,0.0999667396273242,50.84485437592175,100.62786743988845
8.3,0.715,0.15,1.8,0.089,10.0,52.0,0.9968,3.23,0.77,9.5,2.0,21.72360354821449,199.86363808356361,2.0702746593468304,50555.91958010887,9.310407428117827,0.09877383363368261,48.90332607076024,100.23359690911988
5.2,0.34,0.0,1.8,0.05,27.0,63.0,0.9916,3.68,0.79,14.0,3.0,14.554394406037805,238.5997749583921,1.9075753919201826,49973.514003619304,10.96307586676082,0.10002120227253862,51.82217869304901,101.39207916514373
6.3,0.39,0.08,1.7,0.066,3.0,20.0,0.9954,3.34,0.58,9.4,2.0,12.502595286263182,205.5447109787708,1.9103874199176336,48965.60997674756,10.46121608753898,0.10165359513798809,51.95620352729775,100.21890157285155
5.2,0.34,0.0,1.8,0.05,27.0,63.0,0.9916,3.68,0.79,14.0,3.0,12.222169616779233,212.76056220881523,2.0375080637349385,48068.67276603534,10.28261256534459,0.10075396638875152,49.67232573147765,99.98655931041164
8.1,0.67,0.55,1.8,0.117,32.0,141.0,0.9968,3.17,0.62,9.4,2.0,13.33922857329549,260.9357765383805,2.038861160875086,51075.87813629175,8.89227609310169,0.09972254473981244,49.77039337087798,101.23198955002657
5.8,0.68,0.02,1.8,0.087,21.0,94.0,0.9944,3.54,0.52,10.0,2.0,14.352685489348595,197.44032040415607,2.0046536663753294,51735.61104390054,10.389761919520993,0.09966359641646341,52.93663602604899,100.36217161878807
7.6,0.49,0.26,1.6,0.236,10.0,88.0,0.9968,3.11,0.8,9.3,2.0,14.04576970584811,196.79630972446222,2.129612273667493,50106.20414531488,9.324973100402929,0.10023726746280599,51.73925953735921,98.94757958184783
6.9,0.49,0.1,2.3,0.074,12.0,30.0,0.9959,3.42,0.58,10.2,3.0,10.78074356446955,222.2963585732863,2.0390765879342148,51415.73375285082,9.568301701210501,0.10106973536020125,49.58399892474115,100.68936855065269
8.2,0.4,0.44,2.8,0.089,11.0,43.0,0.9975,3.53,0.61,10.5,3.0,15.772282030669626,212.58790139403374,1.9991677558549343,50519.99364543123,10.408031843975664,0.09911497490740921,50.5465787535433,102.43824556794505
7.3,0.33,0.47,2.1,0.077,5.0,11.0,0.9958,3.33,0.53,10.3,3.0,20.35367650085511,189.16106072208652,1.9778795018966582,50762.724813540466,9.591831096375996,0.10027565823449064,50.14360126688063,101.16700685681298
9.2,0.52,1.0,3.4,0.61,32.0,69.0,0.9996,2.74,2.0,9.4,1.0,14.438850975370247,173.4129938229353,1.8970630958799684,50639.14843427925,10.168708343564969,0.09945858546004271,52.78583716546061,101.60059336099538
7.5,0.6,0.03,1.8,0.095,25.0,99.0,0.995,3.35,0.54,10.1,2.0,16.61577784005453,224.49601238696292,1.86887275665466,50621.409595254,10.624219718270032,0.10006124898260504,48.15675248347895,99.19357109572852
7.5,0.6,0.03,1.8,0.095,25.0,99.0,0.995,3.35,0.54,10.1,2.0,7.7146139051286395,186.30881244261803,1.9264264532069053,51145.39223760079,9.744251997065522,0.10079259554465025,48.26754779762732,97.38612691661135
7.1,0.43,0.42,5.5,0.07,29.0,129.0,0.9973,3.42,0.72,10.5,2.0,14.567498664941297,213.00681516832546,2.0810646100656256,51701.773264962205,10.044216707269682,0.09825519084630795,48.71319947238751,100.33068484792504
7.1,0.43,0.42,5.5,0.071,28.0,128.0,0.9973,3.42,0.71,10.5,2.0,19.13968648168246,182.9516595123672,1.8060235492833603,49737.74192313943,9.339173365243603,0.0993683208942493,50.027992841878685,96.86064325588029
7.1,0.43,0.42,5.5,0.07,29.0,129.0,0.9973,3.42,0.72,10.5,2.0,10.159484206126912,194.08092194471385,1.8678118567704574,49494.20161265811,10.081433334811917,0.10003008529784173,48.95953582287432,99.49522154362931
7.1,0.43,0.42,5.5,0.071,28.0,128.0,0.9973,3.42,0.71,10.5,2.0,13.620581361909558,194.74088090232456,2.019501485540842,50415.97984965046,9.695100538570077,0.10062463963654524,53.20741689631119,100.42351597175995
7.1,0.68,0.0,2.2,0.073,12.0,22.0,0.9969,3.48,0.5,9.3,2.0,14.666412672246791,191.77022762418957,2.0408520117127846,50925.18063881551,10.592212572854034,0.10078287670616719,49.2911982345103,103.41260294375257
6.8,0.6,0.18,1.9,0.079,18.0,86.0,0.9968,3.59,0.57,9.3,3.0,12.784006152227485,187.93371682454205,1.8875471076431996,51263.21577597541,9.342478578544387,0.09910881777605055,48.314544481505415,102.13362793427487
7.6,0.95,0.03,2.0,0.09,7.0,20.0,0.9959,3.2,0.56,9.6,2.0,13.84921409414336,188.44017105698506,1.9791935487777605,51451.30437390647,9.890261837854805,0.10126406379075205,47.77659144158784,102.08816832235236
7.6,0.68,0.02,1.3,0.072,9.0,20.0,0.9965,3.17,1.08,9.2,1.0,15.48032506550437,188.25750078049424,2.0671843898265463,49884.834530256216,9.999708917311827,0.1009561025454186,51.067560687037584,98.5413617085365
7.8,0.53,0.04,1.7,0.076,17.0,31.0,0.9964,3.33,0.56,10.0,3.0,16.10363589988658,180.3130417440238,2.033558800867003,49046.83768956185,9.876150837478809,0.10061399737450037,52.15244898298906,100.04009483787583
7.4,0.6,0.26,7.3,0.07,36.0,121.0,0.9982,3.37,0.49,9.4,2.0,13.552891310663084,213.0568640235539,2.0281563144156434,50220.784223639595,10.570256050509743,0.10031960697012694,50.318227241058146,100.1457415895504
7.3,0.59,0.26,7.2,0.07,35.0,121.0,0.9981,3.37,0.49,9.4,2.0,14.49905780433444,226.90022230008503,1.879603455408141,49377.60499068914,10.105214571438164,0.09861006286729637,45.665448294193524,100.18873172899669
7.8,0.63,0.48,1.7,0.1,14.0,96.0,0.9961,3.19,0.62,9.5,2.0,15.775359339296697,185.0098753035368,2.1577909174854275,49348.23361202054,10.611557141914698,0.10108015547196608,49.1576983278835,101.22781513359317
6.8,0.64,0.1,2.1,0.085,18.0,101.0,0.9956,3.34,0.52,10.2,2.0,19.13527336886011,151.29896283237855,1.9256652124637397,48817.6129825008,9.505795774015356,0.09990042238049701,48.770472861492856,99.8074091968436
7.3,0.55,0.03,1.6,0.072,17.0,42.0,0.9956,3.37,0.48,9.0,1.0,14.925980908901648,229.0771059630096,2.02271625810983,50147.762818982614,10.676625191198116,0.09862922902323121,48.08579378709349,99.267414630712
6.8,0.63,0.07,2.1,0.089,11.0,44.0,0.9953,3.47,0.55,10.4,3.0,19.56614166325362,194.97461299384963,2.0161892159853267,49197.16429914224,10.045847064709761,0.09793807807452508,50.69166771353831,96.57404978279239
7.5,0.705,0.24,1.8,0.36,15.0,63.0,0.9964,3.0,1.59,9.5,2.0,9.740242704060238,180.72592272101463,1.9069204627087317,49457.701052900105,10.006337850379072,0.0987351419049875,49.95152398015308,97.35872237758825
7.9,0.885,0.03,1.8,0.058,4.0,8.0,0.9972,3.36,0.33,9.1,1.0,16.17784024500833,219.00835480856927,2.153459598359286,48819.41311478422,9.886324025708348,0.0998056427355609,48.729737773383206,99.1774398715779
8.0,0.42,0.17,2.0,0.073,6.0,18.0,0.9972,3.29,0.61,9.2,3.0,15.544424566012895,219.73203700425077,1.870605974576627,49926.009534233286,10.315261051601713,0.10015293836468067,46.43044104167018,101.58057961026852
8.0,0.42,0.17,2.0,0.073,6.0,18.0,0.9972,3.29,0.61,9.2,3.0,19.849890872400156,172.83147082131282,2.023423868531982,49838.36111777725,9.988147589485365,0.09883794619008351,50.44526343544128,100.4030150982797
7.4,0.62,0.05,1.9,0.068,24.0,42.0,0.9961,3.42,0.57,11.5,3.0,17.06655408466885,184.60061920672592,2.1523160414492812,51387.93930403592,10.11217284688949,0.1016906936773657,48.30856090958629,98.91374795593325
7.3,0.38,0.21,2.0,0.08,7.0,35.0,0.9961,3.33,0.47,9.5,2.0,7.7136327933217785,216.09100551899164,2.029127202355452,50592.00481779558,10.298067757946804,0.10136615318274117,46.954159176670025,99.28707183405692
6.9,0.5,0.04,1.5,0.085,19.0,49.0,0.9958,3.35,0.78,9.5,2.0,13.011783268161164,204.88032276397445,1.9337954209324315,51682.165865908595,10.887233331256382,0.09942375330904991,54.829710741809556,100.33184264393881
7.3,0.38,0.21,2.0,0.08,7.0,35.0,0.9961,3.33,0.47,9.5,2.0,9.032685423853396,173.86057067267694,1.7793695255259168,49631.8087546693,9.674098815145662,0.10060055046129117,48.89801002646749,102.00559931154451
7.5,0.52,0.42,2.3,0.087,8.0,38.0,0.9972,3.58,0.61,10.5,3.0,9.466252576754385,200.01920880549088,2.005501235337841,49870.51198387692,9.039530026985485,0.09938850460217158,51.72041211947243,102.67042622912655
7.0,0.805,0.0,2.5,0.068,7.0,20.0,0.9969,3.48,0.56,9.6,2.0,8.393462895291432,189.09712786326628,1.8513925817068044,49618.65336352631,10.415018525652206,0.09920957741420339,47.13424709049189,104.22435669049167
8.8,0.61,0.14,2.4,0.067,10.0,42.0,0.9969,3.19,0.59,9.5,2.0,10.780907858276054,199.08082432136192,2.1454656414741216,50922.7862929872,10.611063118330977,0.10031725118801782,48.352456259857135,100.54468375149722
8.8,0.61,0.14,2.4,0.067,10.0,42.0,0.9969,3.19,0.59,9.5,2.0,16.793016951045534,170.55069780769225,2.0880679412105447,49693.3592786978,10.604433391490295,0.10218718316087234,52.73316019746304,100.83170341753029
8.9,0.61,0.49,2.0,0.27,23.0,110.0,0.9972,3.12,1.02,9.3,2.0,20.04670666940376,194.0976064429342,1.858628771176074,49830.98036372316,10.00497244145674,0.09886916366151428,48.857716586696554,101.07868339207754
7.2,0.73,0.02,2.5,0.076,16.0,42.0,0.9972,3.44,0.52,9.3,2.0,10.7712065169702,241.1554436500788,1.951273039968795,51329.8977181694,9.49516607193806,0.09838881278066829,52.44136300006443,97.45378100922048
6.8,0.61,0.2,1.8,0.077,11.0,65.0,0.9971,3.54,0.58,9.3,2.0,16.60106409329777,161.29399889747617,1.8138114112957768,51494.66780879276,9.555905041307385,0.10062709606785869,52.93668699707189,102.99512571823243
6.7,0.62,0.21,1.9,0.079,8.0,62.0,0.997,3.52,0.58,9.3,3.0,9.173012342105617,181.43065085724336,1.9391698044536825,49925.59931866439,9.905843765799256,0.09912194516126194,50.42482607382212,102.00673267625568
8.9,0.31,0.57,2.0,0.111,26.0,85.0,0.9971,3.26,0.53,9.7,2.0,9.55353661077478,195.7716683224374,1.9962103343977913,49025.888758570756,9.897220286970752,0.10026009537639063,51.957037681121236,101.27250756339785
7.4,0.39,0.48,2.0,0.082,14.0,67.0,0.9972,3.34,0.55,9.2,2.0,14.100871144884419,195.669516814976,1.9512959757262027,49173.736126517324,10.130421830538387,0.09824208715674938,49.95491989433843,98.92403935039167
7.7,0.705,0.1,2.6,0.084,9.0,26.0,0.9976,3.39,0.49,9.7,2.0,11.85027396741958,161.2520623103817,2.1347760185359244,50719.337427087834,10.24266526762869,0.10055981721897422,51.92718494831281,100.73615252352015
7.9,0.5,0.33,2.0,0.084,15.0,143.0,0.9968,3.2,0.55,9.5,2.0,15.786430396509408,198.3972964301718,2.0697256331265788,48507.276154342806,10.390637163297265,0.10115496842984309,51.95694168622932,99.49698238971348
7.9,0.49,0.32,1.9,0.082,17.0,144.0,0.9968,3.2,0.55,9.5,2.0,18.08444970507705,238.23113925860875,2.02593006269797,50477.58636133662,10.313240341321013,0.1008607605804196,50.11436538229506,96.53197194272279
8.2,0.5,0.35,2.9,0.077,21.0,127.0,0.9976,3.23,0.62,9.4,2.0,16.922256494239523,217.19521470969534,1.9696069784469448,51499.72679311591,10.042279188843386,0.09989878570065235,50.14222759906197,99.3964483903037
6.4,0.37,0.25,1.9,0.074,21.0,49.0,0.9974,3.57,0.62,9.8,3.0,16.165622158574543,167.867109098078,1.8994180894642032,48432.455590651036,10.25223220600483,0.10237151197302004,48.676199659714236,101.16494846803627
6.8,0.63,0.12,3.8,0.099,16.0,126.0,0.9969,3.28,0.61,9.5,2.0,11.652566479275631,212.7783385116078,1.938392290282068,50010.82070498308,10.11060292119356,0.10051821358016959,47.96619820539451,98.54293650369786
7.6,0.55,0.21,2.2,0.071,7.0,28.0,0.9964,3.28,0.55,9.7,2.0,16.928597594712418,207.19673558143623,1.9028999702232576,50256.52641769852,10.958900120418697,0.09943687676362752,52.567488853323404,96.3178635687549
7.6,0.55,0.21,2.2,0.071,7.0,28.0,0.9964,3.28,0.55,9.7,2.0,15.211602634242645,183.4120927201216,1.8939313095572676,50269.11114355881,10.855693279236604,0.09931492896479503,48.574621123471644,100.58665250155174
7.8,0.59,0.33,2.0,0.074,24.0,120.0,0.9968,3.25,0.54,9.4,2.0,14.757556958742676,206.59513179167212,2.048958068239805,50348.71150938306,10.208986125242875,0.09967471758589472,49.85439129611165,102.0069424820838
7.3,0.58,0.3,2.4,0.074,15.0,55.0,0.9968,3.46,0.59,10.2,2.0,12.428044410603677,162.9292280279853,1.8723209901192643,49459.28508585583,10.059905306784431,0.09827490569265242,49.90562828868358,100.07817279850937
11.5,0.3,0.6,2.0,0.067,12.0,27.0,0.9981,3.11,0.97,10.1,3.0,13.372015681491593,232.43840409953816,1.9454782159584625,49419.12240573222,9.936174669938016,0.09945949656867974,51.73103789005312,98.28001698058904
5.4,0.835,0.08,1.2,0.046,13.0,93.0,0.9924,3.57,0.85,13.0,4.0,16.72021733557083,203.43897238632508,2.0789605601814984,51146.636324021856,9.974312747600317,0.10070222191239082,47.761834453895965,100.16987144577158
6.9,1.09,0.06,2.1,0.061,12.0,31.0,0.9948,3.51,0.43,11.4,1.0,14.317936843638831,191.54755462166926,1.9539634675503201,50054.10503811405,9.610809029186111,0.09999067758513779,50.59511269510967,100.03055722066993
9.6,0.32,0.47,1.4,0.056,9.0,24.0,0.99695,3.22,0.82,10.3,4.0,16.02742310973442,188.08002466694305,1.935946754852186,51236.19692884281,10.208123310812987,0.10031164790890536,47.22892767717319,101.1820857826176
8.8,0.37,0.48,2.1,0.097,39.0,145.0,0.9975,3.04,1.03,9.3,2.0,16.379821313873393,195.83876966839267,1.9933116738821068,49636.366018084474,9.951590477194369,0.10006772251548081,48.7735703102173,100.48482575227392
6.8,0.5,0.11,1.5,0.075,16.0,49.0,0.99545,3.36,0.79,9.5,2.0,13.001725351869254,203.54890779767246,2.0719372001793417,49007.002283130154,9.936725924989586,0.10045960382826954,46.679502984329325,103.9796447969994
7.0,0.42,0.35,1.6,0.088,16.0,39.0,0.9961,3.34,0.55,9.2,2.0,13.647126349405536,176.56209390595734,1.9382274591009947,50033.71160777677,9.368000440720266,0.10082352466452066,51.11361228511845,98.97386146723842
7.0,0.43,0.36,1.6,0.089,14.0,37.0,0.99615,3.34,0.56,9.2,3.0,12.785667318040993,180.15174176197246,1.9138173662155793,50379.729832720135,10.587742695475137,0.09942924744885091,53.66678891284701,99.89676978558244
12.8,0.3,0.74,2.6,0.095,9.0,28.0,0.9994,3.2,0.77,10.8,4.0,13.106988962643204,202.42118856162642,1.9920052856440418,51320.91920242918,9.66821290365582,0.09995432306567147,49.960673411479185,98.02988264466607
12.8,0.3,0.74,2.6,0.095,9.0,28.0,0.9994,3.2,0.77,10.8,4.0,13.57664080336949,196.24315795473302,2.019648926508906,50685.422753103805,9.922101931251657,0.10094951824051406,51.364121651152004,101.81374969357879
7.8,0.57,0.31,1.8,0.069,26.0,120.0,0.99625,3.29,0.53,9.3,2.0,17.328224268064528,202.78569074863452,2.247049501477412,49457.774415815395,9.617564191965705,0.10035463362718383,47.616373045398674,97.96522521411536
7.8,0.44,0.28,2.7,0.1,18.0,95.0,0.9966,3.22,0.67,9.4,2.0,14.83291048559528,192.42559926190228,2.0905865916449557,51675.67399525205,9.771316562448193,0.09967498593477954,52.20453734776592,98.61260246269181
11.0,0.3,0.58,2.1,0.054,7.0,19.0,0.998,3.31,0.88,10.5,4.0,15.252001565333554,199.08843670268385,1.8581712092766876,51019.068558932726,10.401497836684463,0.09963147110129936,48.55764708946834,100.54121475469645
9.7,0.53,0.6,2.0,0.039,5.0,19.0,0.99585,3.3,0.86,12.4,3.0,15.77329815865392,178.95926512620827,2.130138832936247,49283.35313927389,10.70319221357077,0.09648362542191385,49.62928403393779,98.90621013521084
8.0,0.725,0.24,2.8,0.083,10.0,62.0,0.99685,3.35,0.56,10.0,3.0,16.36248637508885,218.60908123977023,2.046006351825656,49416.00103668946,9.166869305487545,0.09915493744235307,49.146843661352364,100.69271567667846
11.6,0.44,0.64,2.1,0.059,5.0,15.0,0.998,3.21,0.67,10.2,3.0,16.340678208901668,180.394040277509,1.9197451085139763,50468.86529954725,10.314145286158675,0.09907469694433993,51.49023617699239,99.44529207879125
8.2,0.57,0.26,2.2,0.06,28.0,65.0,0.9959,3.3,0.43,10.1,2.0,15.228263561334527,204.54947846037012,1.9069325074040997,50440.68771143649,10.063367962066652,0.09798414205643333,50.86834400027289,97.58118135827543
7.8,0.735,0.08,2.4,0.092,10.0,41.0,0.9974,3.24,0.71,9.8,3.0,10.866981907106041,183.83405947788253,2.006464569107987,50796.5045339454,9.909004914022836,0.09908456749494154,50.17751838175415,100.23003830039589
7.0,0.49,0.49,5.6,0.06,26.0,121.0,0.9974,3.34,0.76,10.5,2.0,19.631945535804768,191.53347434612516,2.006284315064024,49336.53878136352,9.850020165351147,0.0995580965097541,50.183041712554115,100.03725471652429
